文件,总代码量,总注释量,总空行量,实际代码量,实际代码比率,总注释比率,总空行比率
fake_3_test.py,38,0,8,30,0.7894736842105263,0.0,0.21052631578947367
rnn_learn.py,37,6,5,26,0.7027027027027027,0.16216216216216214,0.13513513513513514
magic_tag_test.py,37,0,8,29,0.7837837837837838,0.0,0.21621621621621626
magic_tag_test.py,37,0,8,29,0.7837837837837838,0.0,0.21621621621621626
Web框架.py,37,3,12,22,0.5945945945945946,0.08108108108108109,0.32432432432432434
s_prefixx.py,37,4,4,29,0.7837837837837838,0.10810810810810813,0.10810810810810813
s1.py,37,14,2,21,0.5675675675675675,0.3783783783783784,0.054054054054054064
sum.py,36,4,3,29,0.8055555555555556,0.1111111111111111,0.08333333333333333
as.py,36,4,0,32,0.8888888888888888,0.1111111111111111,0.0
sklearn-normal.py,36,13,3,20,0.5555555555555556,0.3611111111111111,0.08333333333333333
jianshu.py,36,1,7,28,0.7777777777777778,0.027777777777777776,0.19444444444444445
aacircle.py,35,2,6,27,0.7714285714285715,0.057142857142857134,0.17142857142857146
